0.679002 0.00671538 904.29 164.673 249.623
0.679156 0.006684 904.085 165.483 252.223
0.67929 0.006491 903.907 170.437 254.323
0.679428 0.00640253 903.723 172.828 257.923
0.679576 0.00627067 903.527 176.5 260.423
0.679733 0.00639415 903.318 173.132 263.023
0.679854 0.00623404 903.158 177.61 265.323
0.679995 0.00608305 902.97 182.056 269.323
0.680142 0.00604752 902.775 183.165 272.523
0.680281 0.00594824 902.59 186.261 274.223
0.680426 0.00583535 902.398 189.904 280.823
0.680565 0.00576453 902.214 192.277 285.623
0.680715 0.00572398 902.015 193.682 292.123
0.680881 0.00549115 901.795 201.943 298.023
0.68099 0.00566026 901.651 195.941 299.823
0.681138 0.00533676 901.455 207.863 305.523
0.681276 0.0053241 901.272 208.4 307.523
0.681428 0.00524718 901.071 211.502 310.523
0.681561 0.00509602 900.895 217.818 319.723
0.681708 0.00520228 900.701 213.415 327.123
0.681852 0.00503878 900.511 220.387 335.123
0.681988 0.00492884 900.331 225.348 340.823
0.682139 0.00490726 900.132 226.389 343.923
0.682276 0.00467652 899.951 237.607 350.323
0.68244 0.00461565 899.735 240.798 356.623
0.682563 0.00448169 899.573 248.04 362.223
0.682701 0.00449882 899.391 247.145 366.623
0.682856 0.00434951 899.188 255.687 370.723
0.682989 0.00432465 899.012 257.208 376.623
0.68313 0.00416579 898.827 267.071 381.223
0.683282 0.00403578 898.626 275.736 389.823
0.683416 0.00384624 898.45 289.381 397.723
0.683558 0.00401044 898.264 277.59 406.023
0.683705 0.00384007 898.07 289.969 418.923
0.683853 0.00372651 897.876 298.869 431.323
0.683992 0.00363819 897.693 306.187 443.123
0.684132 0.00359733 897.51 309.728 452.223
0.684277 0.00354148 897.319 314.679 463.223
0.684417 0.00341945 897.136 325.976 488.423
0.684559 0.00341435 896.95 326.53 499.923
0.684704 0.00325217 896.76 342.886 516.423
0.684852 0.003166 896.566 352.295 532.523
0.68499 0.00310435 896.386 359.364 551.023
0.68513 0.00303525 896.202 367.621 572.223
0.685274 0.00294875 896.014 378.484 587.223
0.685417 0.00286445 895.827 389.705 618.423
0.68556 0.00278196 895.64 401.343 632.523
0.685704 0.00271137 895.452 411.878 647.823
0.685847 0.00261111 895.266 427.782 665.923
0.68599 0.00252588 895.079 442.308 693.923
0.686135 0.00240542 894.89 464.557 768.423
0.686279 0.00238246 894.702 469.132 822.023
0.686421 0.00229526 894.517 487.056 851.023
0.686564 0.00219405 894.331 509.63 884.323
0.686707 0.00216164 894.144 517.38 928.523
0.686854 0.0020614 893.953 542.655 966.323
0.686994 0.00198287 893.77 564.262 1013.02
0.687139 0.00190007 893.582 588.974 1044.72
0.687283 0.00181443 893.396 616.903 1123.12
0.687428 0.00172002 893.207 650.9 1157.72
0.68757 0.00164124 893.022 682.285 1236.12
0.687713 0.00157369 892.836 711.72 1356.62
0.687859 0.0014949 892.647 749.389 1557.82
0.688001 0.00141451 892.463 792.145 1689.52
