0.679014 0.00691304 904.275 159.967 242.094
0.679166 0.00657978 904.073 168.107 245.194
0.679297 0.00650874 903.898 169.974 247.894
0.679436 0.00650757 903.713 170.04 250.094
0.679578 0.00645225 903.524 171.534 251.894
0.679717 0.00636586 903.339 173.897 253.594
0.679855 0.00640043 903.156 172.993 255.194
0.68 0.00626263 902.963 176.837 256.694
0.680147 0.00603402 902.768 183.576 257.894
0.680282 0.0061049 902.59 181.481 262.294
0.680433 0.005863 902.389 189.011 265.094
0.680564 0.00582799 902.215 190.183 266.694
0.680714 0.00564602 902.016 196.356 269.594
0.680848 0.00566395 901.839 195.773 274.794
0.681 0.00537616 901.637 206.299 277.594
0.681136 0.00553675 901.457 200.355 282.094
0.681277 0.00549099 901.271 202.067 287.294
0.681421 0.00532226 901.08 208.516 294.094
0.68156 0.00533852 900.897 207.924 299.794
0.681703 0.00513249 900.707 216.316 306.694
0.681854 0.00502548 900.508 220.971 313.794
0.682001 0.00500545 900.315 221.903 319.094
0.682132 0.00476684 900.142 233.055 322.394
0.682279 0.00465122 899.948 238.9 327.894
0.682419 0.00475987 899.762 233.494 337.794
0.682561 0.00458258 899.575 242.579 346.394
0.6827 0.0044827 899.392 248.034 350.194
0.682843 0.00448199 899.203 248.125 357.594
0.682988 0.00422329 899.013 263.38 362.594
0.683147 0.00419678 898.804 265.105 369.194
0.683273 0.00407332 898.639 273.191 380.094
0.683418 0.00395245 898.448 281.605 396.594
0.683569 0.00390604 898.249 285.014 414.794
0.683702 0.00380777 898.075 292.427 427.694
0.683846 0.00384832 897.885 289.406 437.694
0.683989 0.00366061 897.697 304.311 444.894
0.684128 0.00364315 897.514 305.831 462.894
0.684275 0.00361386 897.322 308.376 477.494
0.684416 0.00340795 897.137 327.076 488.994
0.684561 0.00338409 896.947 329.452 502.794
0.684701 0.00319545 896.764 348.971 520.094
0.684851 0.00313481 896.568 355.8 528.994
0.684996 0.00306731 896.378 363.706 539.794
0.685139 0.00299826 896.19 372.161 555.794
0.685276 0.00284964 896.011 391.649 576.694
0.685423 0.00291781 895.82 382.58 596.494
0.685561 0.0027738 895.639 402.524 625.594
0.685704 0.00267474 895.452 417.519 646.094
0.685847 0.00255979 895.266 436.359 672.794
0.685995 0.00251926 895.073 443.475 710.794
0.686134 0.0024489 894.891 456.309 736.294
0.686277 0.00236444 894.705 472.706 768.794
0.686423 0.00227129 894.514 492.199 805.194
0.686564 0.00219664 894.331 509.029 867.094
0.686713 0.00212528 894.137 526.237 907.294
0.686853 0.00204144 893.955 547.958 957.794
0.686998 0.00194123 893.766 576.367 1026.69
0.687139 0.00186808 893.582 599.06 1058.89
0.687283 0.00177838 893.394 629.407 1143.59
0.687425 0.00168683 893.21 663.703 1233.19
0.68757 0.00160707 893.022 696.79 1356.59
0.687713 0.00152495 892.837 734.465 1478.89
0.687857 0.00144141 892.65 777.197 1641.99
0.688 0.00136404 892.463 821.45 1842.29
