0.679005 0.00673158 904.286 164.277 252.225
0.679156 0.00649387 904.086 170.328 254.525
0.679287 0.00654156 903.911 169.119 258.025
0.67944 0.0065008 903.708 170.218 259.925
0.679577 0.00633106 903.525 174.817 262.125
0.679711 0.00617405 903.347 179.298 265.025
0.679864 0.0061962 903.144 178.697 267.225
0.680006 0.0061576 902.956 179.855 273.125
0.680143 0.00613465 902.774 180.564 276.425
0.680308 0.00592338 902.555 187.05 279.725
0.680427 0.00577017 902.397 192.05 280.125
0.680564 0.00581528 902.216 190.598 282.325
0.680706 0.00574227 902.027 193.062 284.725
0.680852 0.00575838 901.834 192.563 288.825
0.68101 0.00558694 901.625 198.518 294.025
0.681134 0.00533998 901.46 207.737 304.025
0.681278 0.00533576 901.27 207.945 310.025
0.681426 0.00527583 901.074 210.353 311.725
0.681565 0.0052371 900.89 211.952 316.525
0.681703 0.00497745 900.708 223.053 324.825
0.681851 0.00503292 900.512 220.643 326.925
0.681991 0.00506102 900.327 219.463 337.725
0.682134 0.00477859 900.139 232.483 340.825
0.682283 0.00482559 899.942 230.269 348.025
0.682417 0.00468972 899.766 236.986 352.125
0.682566 0.0046254 899.569 240.335 361.325
0.682703 0.00446761 899.388 248.873 367.725
0.682849 0.0043854 899.196 253.593 371.825
0.68299 0.00445471 899.011 249.698 386.425
0.683131 0.0042512 898.825 261.706 390.325
0.683279 0.0040444 898.631 275.147 399.025
0.683416 0.00409096 898.451 272.07 408.725
0.68356 0.0039681 898.261 280.553 414.025
0.683708 0.00390667 898.067 285.026 423.325
0.683847 0.00386594 897.884 288.088 432.925
0.683997 0.003767 897.687 295.719 451.225
0.684135 0.00365566 897.506 304.787 468.525
0.684272 0.00356544 897.326 312.562 476.825
0.684419 0.00351463 897.134 317.149 482.125
0.68456 0.00332396 896.949 335.41 490.725
0.684706 0.00326913 896.757 341.109 509.125
0.684844 0.00321619 896.577 346.793 518.525
0.684989 0.00320317 896.387 348.277 535.325
0.685133 0.00301249 896.199 370.399 556.725
0.685278 0.00301079 896.009 370.687 566.525
0.685424 0.0028717 895.819 388.724 591.725
0.68556 0.00281625 895.64 396.455 615.525
0.685707 0.00268516 895.448 415.9 637.425
0.685848 0.00260746 895.264 428.382 670.325
0.68599 0.0025562 895.079 437.062 702.425
0.686137 0.00241596 894.887 462.532 728.325
0.686277 0.00234897 894.704 475.821 784.825
0.686421 0.00230151 894.517 485.733 837.925
0.686567 0.00219741 894.327 508.853 865.225
0.686708 0.00207938 894.143 537.847 902.725
0.686851 0.00203318 893.956 550.184 927.025
0.686995 0.00195406 893.77 572.58 1014.52
0.687139 0.00187213 893.582 597.763 1061.42
0.687283 0.00178768 893.395 626.132 1147.82
0.687426 0.00170908 893.209 655.067 1238.52
0.687569 0.00163512 893.023 684.835 1320.32
0.687713 0.001567 892.836 714.759 1412.12
0.687857 0.00148068 892.65 756.584 1559.02
0.688001 0.00139844 892.463 801.244 1749.42
