0.67903 0.00679669 904.253 162.709 245.807
0.679143 0.00661411 904.104 167.229 247.807
0.679294 0.00679536 903.901 162.805 249.407
0.679433 0.00645642 903.717 171.386 255.207
0.679571 0.0063238 903.534 175.016 259.307
0.679713 0.00626857 903.345 176.595 262.207
0.679853 0.00631682 903.158 175.282 264.007
0.680002 0.00617052 902.961 179.477 266.607
0.680144 0.00595013 902.772 186.164 268.007
0.680284 0.00593815 902.586 186.578 271.707
0.68044 0.00584564 902.38 189.574 275.707
0.680566 0.00571752 902.212 193.858 278.107
0.680708 0.00580315 902.025 191.037 284.407
0.680848 0.00567508 901.839 195.388 286.907
0.680997 0.00555034 901.641 199.823 289.707
0.681142 0.00563009 901.449 197.035 291.507
0.681289 0.00540805 901.255 205.169 293.307
0.681424 0.00515752 901.077 215.178 296.007
0.681563 0.00528329 900.893 210.098 299.607
0.681709 0.00513162 900.7 216.354 305.407
0.68186 0.00483455 900.501 229.7 312.507
0.682005 0.00489862 900.309 226.744 314.707
0.682131 0.00479614 900.142 231.631 321.307
0.682273 0.00482681 899.955 230.207 326.207
0.682423 0.00468039 899.757 237.461 333.107
0.682562 0.0045307 899.574 245.357 339.407
0.682703 0.0044999 899.388 247.087 356.707
0.682846 0.00445924 899.2 249.392 373.807
0.683001 0.00431822 898.996 257.595 382.607
0.683133 0.00415693 898.823 267.642 388.907
0.683277 0.00411679 898.634 270.308 401.707
0.683417 0.00396069 898.449 281.019 410.207
0.683557 0.00388382 898.265 286.64 425.707
0.6837 0.00390147 898.077 285.403 437.607
0.683846 0.00373183 897.885 298.44 449.707
0.68399 0.00365925 897.697 304.423 464.107
0.684135 0.00359314 897.506 310.091 481.207
0.684284 0.00348632 897.311 319.661 497.207
0.684414 0.00339306 897.139 328.51 504.707
0.684562 0.00329435 896.946 338.426 515.807
0.684701 0.0032334 896.764 344.876 529.207
0.684845 0.00314838 896.575 354.263 556.607
0.68499 0.00303372 896.386 367.731 568.407
0.685131 0.00300275 896.201 371.6 587.807
0.685276 0.00286593 896.011 389.422 606.207
0.685418 0.00284494 895.826 392.376 625.407
0.685563 0.00272213 895.637 410.166 647.907
0.685704 0.00265574 895.452 420.506 675.707
0.685849 0.00254827 895.262 438.334 715.607
0.685991 0.00251799 895.077 443.697 741.107
0.686135 0.0023937 894.89 466.832 768.807
0.686277 0.00233901 894.705 477.846 792.707
0.686423 0.00222327 894.514 502.83 829.007
0.686564 0.00219296 894.331 509.883 885.307
0.686707 0.00205538 894.144 544.128 911.507
0.686852 0.00199682 893.955 560.203 962.907
0.686997 0.00195197 893.767 573.196 1017.51
0.68714 0.00185638 893.581 602.837 1080.61
0.687282 0.00177125 893.397 631.939 1202.91
0.687425 0.0016869 893.21 663.679 1300.51
0.687571 0.00161287 893.021 694.289 1413.61
0.687713 0.00153417 892.836 730.055 1518.71
0.68786 0.00147173 892.646 761.189 1725.71
0.688 0.00137559 892.463 814.557 1918.91
