3.19308 3.04848 9.61047 1.52235
9.38726 2.88571 0.838839 1.30364
2.26998 8.77637 0.229678 1.54838
4.85469 6.80427 3.70211 0.810913
3.19851 7.24909 1.28132 0.867958
7.58145 8.41813 0.0327077 1.59814
4.04411 7.34523 7.04791 0.992341
3.64488 2.05148 0.339981 0.763534
1.43469 3.55107 8.31209 0.734272
1.09033 8.73525 5.35737 0.81033
4.33145 8.59214 2.75835 1.12613
6.88209 2.03377 1.79461 1.31586
3.79121 5.74834 5.59682 0.731227
1.67888 2.67736 7.73416 0.87575
9.89411 9.06008 6.98638 0.805748
9.99394 3.52782 5.02449 0.815473
1.64615 5.25478 1.60111 1.56006
1.17649 3.87375 4.4204 0.731592
7.83313 2.04378 7.45507 0.748125
3.9558 3.61377 2.36335 0.774347
2.8931 7.67474 7.40959 1.2325
7.66791 0.211676 4.04908 0.947814
6.1238 4.28939 7.58495 0.729937
8.6315 0.557315 2.13298 0.744879
3.10287 9.61406 9.7289 0.836246
2.6296 3.06208 3.60394 1.02321
3.79211 3.19688 3.42722 1.30133
3.42998 0.665963 2.09366 1.43417
4.91418 3.38821 0.149125 0.730346
8.19803 7.19029 9.98763 0.976607
8.97283 9.25661 6.98165 0.872599
1.10838 3.14758 1.80565 0.920755
6.81713 4.21432 1.18633 0.957363
9.74337 6.7531 9.11757 1.06132
2.3637 8.83007 3.47633 0.906102
0.36384 9.39961 2.4932 1.13868
9.25388 1.33821 6.22375 0.945642
1.02773 0.621611 3.83768 0.789336
0.62747 3.60283 7.88278 0.951316
5.97996 5.45342 9.50019 0.812643
0.803525 0.590809 9.72019 0.872011
3.40984 7.10927 3.97693 1.03756
5.04329 0.103279 3.93547 1.26396
1.27038 3.89396 0.96258 1.27486
5.31572 3.89042 5.37307 0.773881
2.65739 3.59386 5.71744 1.53086
6.88549 7.18713 3.80185 1.03986
1.66003 7.97342 0.929742 0.787635
0.193292 8.3849 2.67712 0.88422
5.47897 9.06576 1.85876 1.52011
9.17664 8.30639 8.24225 0.89092
1.65322 6.24713 0.926862 0.79525
8.68941 9.72555 9.49348 1.11777
3.04829 8.39697 1.29676 1.12944
3.20045 4.47437 7.74037 1.17519
7.77664 1.64879 0.176597 0.957236
7.24533 7.25166 9.77869 0.835383
3.32875 0.484655 7.76641 0.979842
2.49954 9.98255 6.50503 0.965706
3.27994 6.55197 2.0087 1.11494
6.46968 0.255919 7.2615 1.27367
2.26599 9.926 2.10148 1.24542
1.02229 7.49632 0.471092 1.00087
8.50732 6.37211 5.50232 1.61255
4.09118 6.13352 8.32502 1.05601
3.33396 0.65933 5.83812 1.50496
1.65034 2.74218 0.942331 1.07832
9.44093 9.22096 8.59431 1.06871
0.204729 5.18665 9.25726 0.912032
3.14183 6.35178 8.82739 1.00129
5.79926 9.81396 1.0396 0.749899
8.11717 5.59231 6.94242 1.47703
