0.651497 3.33072 8.25618 0.871699
5.32825 1.04992 3.22741 1.02498
8.34397 3.06938 8.34484 0.832565
1.24334 5.63067 6.17827 1
5.86394 9.28904 1.87169 1.07618
3.88894 0.281986 8.11877 1.03263
8.60868 3.20028 0.555471 0.733385
9.22985 0.580384 5.98016 0.753287
5.37909 9.89783 3.88505 1.58393
0.897752 1.52291 6.28099 0.880351
0.814811 6.1902 4.13537 1.23284
5.01943 7.24388 0.794199 0.929731
9.40698 8.16474 7.98301 1.10206
8.13841 6.77891 8.86766 1.43601
6.8961 6.04621 1.97496 0.9246
8.90981 1.32805 3.58058 1.39346
6.26978 8.06934 9.25804 1.21479
7.57197 8.07278 3.94053 0.74146
4.571 8.73059 0.583462 0.88064
7.97913 7.99215 2.07219 0.732599
3.61392 3.40446 3.55339 1.5796
7.30883 1.29061 7.13552 1.3024
9.27389 6.99161 6.56337 0.780806
7.04092 7.7872 4.44232 0.742828
4.24944 6.67586 9.82915 0.723221
4.94498 3.07393 0.46699 1.02945
3.24263 3.81089 5.13464 1.56051
4.72907 8.20253 6.6338 0.923357
0.259402 2.22735 2.66267 0.807919
7.92608 4.19746 8.23425 1.48309
5.34739 8.05836 0.0709222 1.17843
2.34126 8.22466 2.81636 1.3167
8.76828 1.5189 1.3138 1.55182
1.49974 1.60303 7.79327 0.903872
8.26576 2.0353 7.23296 0.749475
7.78767 9.23758 8.31848 0.824083
8.14933 9.30712 4.4825 1.15016
1.20197 0.435647 1.44355 1.0325
5.1032 0.454144 5.17698 1.18837
3.32899 4.5622 7.26189 1.30311
2.17488 0.788239 8.09252 1.2419
0.588149 4.54838 8.4302 0.836415
9.0707 5.1996 9.28901 0.968608
0.0616303 9.33681 7.75629 1.47027
2.65285 6.83506 3.74582 0.736352
9.99875 5.80477 1.51179 0.921024
5.49668 8.14423 1.89948 1.0628
6.91444 3.71248 0.0588002 0.783401
9.48673 3.47153 5.22228 0.796727
9.88834 5.92169 9.28377 0.964909
3.08688 9.31549 0.677327 0.897822
1.92529 1.48996 4.50434 1.23588
0.88247 6.85144 1.3626 0.748554
9.57569 7.65721 4.88793 1.26966
3.54734 6.29296 9.7892 0.847362
